"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","NetSec Audit URL","NetSec Audit Type","NetSec Audit Statement Date","NetSec Audit Period Start Date","NetSec Audit Period End Date","TLS BR Audit URL","TLS BR Audit Type","TLS BR Audit Statement Date","TLS BR Audit Period Start Date","TLS BR Audit Period End Date","TLS EVG Audit URL","TLS EVG Audit Type","TLS EVG Audit Statement Date","TLS EVG Audit Period Start Date","TLS EVG Audit Period End Date","Code Signing Audit URL","Code Signing Audit Type","Code Signing Audit Statement Date","Code Signing Audit Period Start Date","Code Signing Audit Period End Date","S/MIME BR Audit URL","S/MIME BR Audit Type","S/MIME BR Audit Statement Date","S/MIME BR Audit Period Start Date","S/MIME BR Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Subordinate CA Owner","Full CRL Issued By This CA","JSON Array of Partitioned CRLs","Valid From (GMT)","Valid To (GMT)","Derived Trust Bits","Chrome Status","Microsoft Status","Mozilla Status","Status of Root Cert","Authority Key Identifier","Subject Key Identifier","Country","TLS Capable","TLS EV Capable","Code Signing Capable","S/MIME Capable","CP Same as Parent?","CP Last Update Date","CPS Same as Parent?","CPS Last Update Date","Certificate Practice & Policy Statement"
"Shanghai Electronic Certification Authority Co., Ltd.","0011J00001FvUcnQAF","SHECA RSA Domain Validation Server CA G3","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Revoked","0A552A65F22FF820E7EC3D43BBF88B02ABC34BD247E0C3505891B6342F16A5F2","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/dvsslg3.crl","","2018.04.27","2033.04.27","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","BXpNdW/9CoOxZxZ1dz4UxfU8VI4=","China","False","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0011J00001FvUgaQAF","SHECA RSA Extended Validation Code Signing CA","001o000000wglm8AAA","UCA Extended Validation Root","Intermediate Certificate","Not Revoked","D404FAFA4BA2F426B66CD219C6DA84F91C0FB7CB58429EC8077E2A764314D55D","D43AF9B35473755C9684FC06D7D8CB70EE5C28E773FB294EB41EE71722924D24","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","http://crl.global.sheca.com/evcsg1.crl","","2018.04.27","2033.04.27","Code Signing","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","2XQ65DA9DfcS3H5aBZ8eNJr34RQ=","jkBmX2qpQMK58fBKImOVZFk3B+U=","China","False","False","True","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0011J00001FvUgQQAV","SHECA RSA Extended Validation Server CA","001o000000wglm8AAA","UCA Extended Validation Root","Intermediate Certificate","Revoked","4FD6FA527157EEA463689D7A4C2B934EF222279725413893D9847242C85CA9DF","D43AF9B35473755C9684FC06D7D8CB70EE5C28E773FB294EB41EE71722924D24","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/evsslg1.crl","","2018.04.27","2033.04.27","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","2XQ65DA9DfcS3H5aBZ8eNJr34RQ=","O0slKnc3Kvy5f+2ova8imfxdxfQ=","China","False","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0011J00001FvUe5QAF","SHECA RSA Organization Validation Server CA G3","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Revoked","26FD4C4367E463D39C71796AE4010E53380DC93BC132FB019D6718A6873E81F4","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/ovsslg3.crl","","2018.04.27","2033.04.27","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","MWBoCR4y+fbMwGIVqnuRr0wRnUA=","China","False","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0011J00001FvUg6QAF","SHECA RSA Time Stamp Authority G1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Revoked","86EE4A2F93137CA8887674078B394070F189B3049DD2D24053AE92924254C668","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","http://crl.global.sheca.com/tsag1.crl","","2018.04.27","2033.04.27","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","b8V3DE6CXktUSzC9mTP0CFcaPbQ=","China","False","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0018Z00002Y20eDQAR","SHECA SMIME CA G1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","8100D384D6C4529883C37C37C68FD4903C41CCBCB9033A9C733A6AF0806E1DE7","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/smimecag1.crl","","2021.08.18","2036.08.18","Secure Email;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","H6gLTc+cpqU62rCWq5lXuQqbf10=","China","False","False","False","True","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0014o00001msO5uAAE","SHECA Time Stamping CA G2","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","422C71F8DB9FDA2C65458B52363DB6FDC4E37B436774BCF97518F3F42EC725F1","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","http://crl.global.sheca.com/tscag2.crl","","2021.03.16","2036.03.16","Time Stamping","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","z92eZwpssX4sGk9ZU4eyNpv5aZQ=","China","False","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0014o00001mYCULAA4","TrustAsia RSA DV TLS CA - S1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","074ADD7F1E73EB110EC8E2B78A92C51CF5A451135B6F7DEFC019EE9D74BFA4D6","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/trustasiarsadvtlscas1.crl","","2021.03.16","2026.03.16","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","lDLg1IrNHZPnXFNylgxe8fP2eXI=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0014o00001mYCUaAAO","TrustAsia RSA OV TLS CA - S1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","D16BA9ACB74FEE4AA8087EE482E86E7F6F5F55FAC5025639730753FE1E705E3C","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/trustasiarsaovtlscas1.crl","","2021.03.16","2026.03.16","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","9XXUjik+F6ipxJ7c5tsKNE0TKus=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0018Z000035VNg1QAG","Xinnet DV SSL","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","9C53902F9501F6D89766999DBE2AD1A1436420B652535CDC2DC51CCFE2FFEE68","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/xinnetdvssl.crl","","2023.07.05","2028.07.05","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","nTqluOIhJ4NkP/V43CKwTmvLNtQ=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","0018Z000035VNdWQAW","Xinnet OV SSL","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","3C07D7EFC8D458F668C10D4F06F90503CCD25D59E2B3F1D58B32884D9E4E3809","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/xinnetovssl.crl","","2023.07.05","2028.07.05","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","S3jAMkokQnhOn4Pw0P4zbH4Nk08=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","001TO000008Fis9YAC","ZoTrus RSA DV SSL CA","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","69C25861236502F0C223443FD851A2FB6ACB745BB814AD72BB2E50867C52C3BB","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/zotrusrsadvsslca.crl","","2024.04.14","2034.04.14","Server Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","f++bC56z9xeldrvHWAIJ3nMVRLc=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","001TO000008jZ1qYAE","ZoTrus RSA DV SSL CA G1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","E7EF1AD946214B32AF03CC287930D0464ED2C086D7A1447C6E27FC9217D4E16B","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/zotrusrsadvsslcag1.crl","","2024.04.27","2034.04.27","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","7B68tx4JJ2nvpxXomqFnfDOqD1o=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","001TO000008FhTGYA0","ZoTrus RSA OV SSL CA","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","219C59CCD06D0210ADCF6E8125700D1578F69A0670A07FD9DDE99E4AC82524CD","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/zotrusrsaovsslca.crl","","2024.04.14","2034.04.14","Server Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","6S1XqypEVXmeJXk3EjWI/N8YesM=","China","True","False","False","False","true","","true","",""
"Shanghai Electronic Certification Authority Co., Ltd.","001TO000008jZBVYA2","ZoTrus RSA OV SSL CA G1","001o000000wgm0PAAQ","UCA Global G2 Root","Intermediate Certificate","Not Revoked","3EC123D71DB27AE1DC8F877286C222F4C4167A2AE4FD7BCF370789EF4A9521B8","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.global.sheca.com/zotrusrsaovsslcag1.crl","","2024.04.27","2034.04.27","Server Authentication;Client Authentication","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Included; Microsoft: Included; Mozilla: Included","gcSMzPXkMP+lDAhfjBVnIXQB398=","oPpko364PHwZTFG3/mor6KOfeKQ=","China","True","False","False","False","true","","true","",""
"SI-TRUST","001o0000015NfBTAA0","SI-TRUST Root","001o000000rGWlEAAW","SI-TRUST","Root Certificate","","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","","false","TayllorCox PCEB","https://www.si-trust.gov.si/assets/Microsoft/MS_QualifyingAttestationLetter-SITRUST-2024.pdf","Equivalent ETSI EN 319 411","2024.01.04","2023.05.31","2023.12.15","","","","","","https://www.si-trust.gov.si/assets/Microsoft/MS_QualifyingAttestationLetter-SITRUST-2024.pdf","Equivalent ETSI EN 319 411","2024.01.04","2023.05.31","2023.12.15","","","","","","","","","","","","","","","","false","","https://www.si-trust.gov.si/sl/podpora-uporabnikom/politike-delovanja-izdajateljev-drzavnega-centra-za-storitve-zaupanja/","2023.12.12","https://valid.si-trust.gov.si:1443","https://expired.si-trust.gov.si:2443","https://revoked.si-trust.gov.si:3443","false","","http://www.ca.gov.si/crl/si-trust-root.crl","","2016.04.25","2037.12.25","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","Not Included","Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","TKPDaF4IAmM=","Slovenia","True","False","False","True","false","","false","",""
"SI-TRUST","001o000000rGWYjAAO","sigen-ca","001o000000rGWlEAAW","SI-TRUST","Root Certificate","","12D480C1A3C664781B99D9DF0E9FAF3F1CACEE1B3C30C3123A337A4A454FFED2","","false","","","Equivalent ETSI 102 042","2014.10.31","2014.10.31","2014.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","","http://www.si-ca.si/cps/","","","","","false","","","","2001.06.29","2021.06.29","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","cXuKBh8xBVWrYBJ3RyAeA4gY7Ik=","cXuKBh8xBVWrYBJ3RyAeA4gY7Ik=","Slovenia","False","False","False","False","false","","false","",""
"SI-TRUST","001o000000rGWbxAAG","sigov-ca","001o000000rGWlEAAW","SI-TRUST","Root Certificate","","74CB3A4EA791AFB0A2D1A0B13301B3BEE0E50AD5C79A1A6F2C663E6F4EE7A484","","false","","","","2014.10.31","2014.10.31","2014.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","","http://www.si-ca.si/cps/","","","","","false","","","","2001.01.10","2021.01.10","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","HvjUU2uzgwbpBAZXAvmlv8ZYPHI=","HvjUU2uzgwbpBAZXAvmlv8ZYPHI=","Slovenia","False","False","False","False","false","","false","",""
"SI-TRUST","001o0000015NfSKAA0","SI-PASS-CA","001o0000015NfBTAA0","SI-TRUST Root","Intermediate Certificate","Not Revoked","B3943BD0C0FFB4B41CD9E1ADE986ABE3358312D6AA6C5DD245BB7B0D63A5F851","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.06.10","2036.05.30","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","SDLKRk4zywo=","Slovenia","True","False","False","True","true","","true","",""
"SI-TRUST","001o0000015Ng23AAC","sigen-ca","001o0000015NfBTAA0","SI-TRUST Root","Intermediate Certificate","Not Revoked","E01601D8F0D69434E699735C4F348FC15FB48F2C2B2003FEE0F54A90E81948FD","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.05.24","2021.06.27","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","cXuKBh8xBVWrYBJ3RyAeA4gY7Ik=","Slovenia","False","False","False","False","true","","true","",""
"SI-TRUST","001o0000015Ng7NAAS","SIGEN-CA G2","001o0000015NfBTAA0","SI-TRUST Root","Intermediate Certificate","Not Revoked","795015CAACA74715D341120D3F0EFD192A032F1C00391797F54EF9980804A175","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.05.24","2036.04.23","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","TCUnjKgtcp4=","Slovenia","True","False","False","True","true","","true","",""
"SI-TRUST","001o0000015NgAmAAK","sigov-ca","001o0000015NfBTAA0","SI-TRUST Root","Intermediate Certificate","Not Revoked","BE73A04F7A02AEE2D35C3ADB7AEFA2FA2FF3334D920A4FFD24CDD751FDAA4C1D","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.05.24","2021.01.08","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","HvjUU2uzgwbpBAZXAvmlv8ZYPHI=","Slovenia","False","False","False","False","true","","true","",""
"SI-TRUST","001o0000015NgHZAA0","SIGOV-CA","001o0000015NfBTAA0","SI-TRUST Root","Intermediate Certificate","Not Revoked","986373DDA59FD09384B0A47C8E3155AB7424ECDA5DD82DB2E2A43FBD7591434E","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.05.24","2035.12.22","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","TKPDaF4IAmM=","Rl5A5VPt/v4=","Slovenia","True","False","False","True","true","","true","",""
"SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","0011J00001Xc6EjQAJ","Entidade de Certificacao Raiz da SISP 01","0011J00001W4SKrQAN","SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","Root Certificate","","BC1B7EECFACFABDB04376FE2BB421F7407EA2144B006D38196B76BB56F013A18","","false","Associação Portuguesa de Certificação (APCER)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2018.12.18","2030.12.15","","Not Included","Not Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Not Included; Mozilla: Not Yet Included","KxVrrouYAyWCefRhh5hmnrxK3yg=","04rj1Kbw2kgHhWRD0DXMbIBP8J4=","Cabo Verde","False","False","False","False","false","","false","",""
"SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","0018Z00002mIYewQAG","Entidade de Certificacao Raiz da SISP 02","0011J00001W4SKrQAN","SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","Root Certificate","","ED86D80292B867243A855A3390A5034D003403BD4108CF160EB6956D874EAA6E","","false","Associação Portuguesa de Certificação (APCER)","https://www.apcergroup.com/images/site/downloads/Audit_Attestation_Letters/I1133_AAL_CAB-Forum_SISP_QUAL_QWAC_signed.pdf","ETSI EN 319 411","2022.08.29","2022.07.14","2022.07.14","","","","","","https://www.apcergroup.com/images/site/downloads/Audit_Attestation_Letters/I1133_AAL_CAB-Forum_SISP_QUAL_QWAC_signed.pdf","ETSI EN 319 411","2022.08.29","2022.07.14","2022.07.14","https://www.apcergroup.com/images/site/downloads/Audit_Attestation_Letters/I1133_AAL_CAB-Forum_SISP_QUAL_QWAC_signed.pdf","ETSI EN 319 411","2022.08.29","2022.07.14","2022.07.14","","","","","","","","","","","false","https://pki.sisp.cv/docs/PLRC012.01_SISP_ROOTCA2_CP_EN.pdf","https://pki.sisp.cv/docs/PLRC011.01_SISP_ROOTCA2_CPS_EN.pdf","2022.06.14","https://valid.sispqwac.sisp.cv/","https://expired.sispqwac.sisp.cv/","https://revoked.sispqwac.sisp.cv/","false","","http://crl.sisp.cv/sisprootca02.crl","","2022.07.01","2034.06.28","","Not Included","Not Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Not Included; Mozilla: Not Yet Included","hiQN0op/wHaZG/x3If9pAKYH8Rg=","hiQN0op/wHaZG/x3If9pAKYH8Rg=","Cabo Verde","False","False","False","False","false","","false","",""
"SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","0018Z00002lf5o9QAA","TesteSispRootCA02","0011J00001W4SKrQAN","SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","Root Certificate","","FB5E8F06B0EA841B3D03490AD77ACD16ACC806D01A0BB7491B37BDED06A2A37E","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2021.09.17","2033.09.14","","Not Included","Not Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Not Included; Mozilla: Not Yet Included","TpHgBGSCQEc+PM4ZqVHCR1j69eU=","TpHgBGSCQEc+PM4ZqVHCR1j69eU=","Cabo Verde","False","False","False","False","false","","false","",""
"SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","0018Z00002mIYfLQAW","SISP QWAC","0018Z00002mIYewQAG","Entidade de Certificacao Raiz da SISP 02","Intermediate Certificate","Not Revoked","5B1AC52D41172854BB5AE1B8B9324DC31429E21605686CF7ADAC6AC7704FEA09","ED86D80292B867243A855A3390A5034D003403BD4108CF160EB6956D874EAA6E","true","Associação Portuguesa de Certificação (APCER)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://pki.sisp.cv/docs/PLRC010.01_SISP_QWAC_CP_EN.pdf","https://pki.sisp.cv/docs/PLRC009.01_SISP_QWAC_CPS_EN.pdf","","","","","false","","http://crl.sisp.cv/sisprootca02.crl","","2022.12.14","2028.12.12","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Not Included; Mozilla: Not Yet Included","hiQN0op/wHaZG/x3If9pAKYH8Rg=","DrZIjf1YRXavSAr7leBMlABnR0Y=","Cabo Verde","False","False","False","False","false","2022.06.14","false","2022.06.14",""
"SISP - Sociedade Interbancaria e Sistemas de Pagamentos, S.A.","0018Z00002lf52BQAQ","SISP QWAC","0011J00001Xc6EjQAJ","Entidade de Certificacao Raiz da SISP 01","Intermediate Certificate","Not Revoked","E97E6393F0C346C50737787492EAEC4AA52D9FBFA4C913A46DC4EF98CEB2C0F0","BC1B7EECFACFABDB04376FE2BB421F7407EA2144B006D38196B76BB56F013A18","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2022.07.01","2028.06.29","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Not Included; Mozilla: Not Yet Included","hiQN0op/wHaZG/x3If9pAKYH8Rg=","DrZIjf1YRXavSAr7leBMlABnR0Y=","Cabo Verde","False","False","False","False","false","","false","",""
"SK ID Solutions AS","001o000000HshEjAAJ","EE Certification Centre Root CA","001o000000HsfoeAAB","SK ID Solutions AS","Root Certificate","","3E84BA4342908516E77573C0992F0979CA084E4685681FF195CCBA8A229B8A76","","false","TÜViT - TÜV Informationstechnik GmbH","https://it-tuv.com/en/wp-content/uploads/sites/10/2020/05/AA2020052001_Audit_Attestation_TA_CERT__SK_EE-Certification-Centre-Root-CA.pdf","ETSI EN 319 411","2020.05.20","2019.03.02","2020.02.28","","","","","","https://it-tuv.com/en/wp-content/uploads/sites/10/2020/05/AA2020052001_Audit_Attestation_TA_CERT__SK_EE-Certification-Centre-Root-CA.pdf","ETSI EN 319 411","2020.05.20","2019.03.02","2020.02.28","https://it-tuv.com/en/wp-content/uploads/sites/10/2020/05/AA2020052001_Audit_Attestation_TA_CERT__SK_EE-Certification-Centre-Root-CA.pdf","ETSI EN 319 411","2020.05.20","2019.03.02","2020.02.28","","","","","","","","","","","false","https://www.skidsolutions.eu/upload/files/SK-CP-TLS-EN-v7_0-20200410.pdf","https://www.skidsolutions.eu/upload/files/SK-CPS-KLASS3-EN-v9_0-20200410.pdf","2020.04.10","https://sk.ee/en/repository/certs/","https://expired.tls.sk.ee/","https://revoked.tls.sk.ee/","false","","","","2010.10.30","2030.12.17","","Not Included","NotBefore","Removed","Apple: Not Included; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","","EvJaPupWHL/NBqzx8SXJqUvUFJk=","Estonia","False","False","False","False","false","","false","",""
"SK ID Solutions AS","001o000000HshFFAAZ","Juur-SK","001o000000HsfoeAAB","SK ID Solutions AS","Root Certificate","","ECC3E9C3407503BEE091AA952F41348FF88BAA863B2264BEFAC807901574E939","","false","TÜViT - TÜV Informationstechnik GmbH","","ETSI TS 102 042","2015.10.30","2015.10.30","2015.10.30","","","","","","","ETSI TS 102 042","2015.10.30","2015.10.30","2015.10.30","","","","","","","","","","","","","","","","false","","http://www.sk.ee/en/repository/CPS","","https://www.sk.ee","","","false","","","","2001.08.30","2016.08.26","","Not Included","Disabled","Removed","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","BKp6R6Pkia8azwpApxg/b+/pfb4=","BKp6R6Pkia8azwpApxg/b+/pfb4=","Estonia","False","False","False","False","false","","false","",""
